CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12474.0,17,15,1783.67,2,Churn
12475.0,54,1,123.5,0,Churn
12476.0,16,9,996.39,2,Churn
12477.0,23,6,1206.89,2,Churn
12478.0,4,1,186.78,0,Churn
12479.0,11,1,17.34,0,Churn
12480.0,28,4,908.62,2,Churn
12481.0,23,8,530.5,0,Churn
12483.0,17,6,181.0,0,Churn
12484.0,35,4,1707.64,2,Churn
12488.0,10,3,314.65000000000003,0,Churn
12489.0,336,1,61.2,0,Churn
12490.0,5,10,1715.68,2,Churn
12491.0,39,1,162.4,0,Churn
12492.0,63,2,112.7,0,Churn
12493.0,166,2,242.15,0,Churn
12494.0,16,7,460.89000000000004,0,Churn
12498.0,21,3,196.5,0,Churn
12500.0,50,5,147.2,0,Churn
12501.0,337,1,826.9300000000001,2,Churn
12502.0,96,5,753.02,2,Churn
12506.0,233,1,41.45,0,Churn
12508.0,26,2,326.12,0,Churn
12509.0,284,1,25.5,0,Churn
12510.0,325,1,197.0,0,Churn
12512.0,66,2,63.36,0,Churn
12513.0,113,1,176.34,0,Churn
12514.0,267,1,315.9,0,Churn
12515.0,353,1,40.650000000000006,0,Churn
12516.0,181,1,20.8,0,Churn
12517.0,28,4,1379.85,2,Churn
12518.0,1,5,590.2,0,Churn
12519.0,64,1,111.24000000000001,0,Churn
12520.0,79,5,508.95000000000005,0,Churn
12521.0,143,1,272.84,0,Churn
12522.0,39,2,50.040000000000006,0,Churn
12523.0,19,10,478.05,0,Churn
12524.0,64,7,355.93,0,Churn
12526.0,1,3,540.27,0,Churn
12527.0,82,2,84.34,0,Churn
12528.0,9,6,352.65,0,Churn
12530.0,60,4,419.6,0,Churn
12531.0,15,1,85.37,0,Churn
12532.0,30,1,67.74000000000001,0,Churn
12534.0,131,1,203.07,0,Churn
12535.0,92,2,102.2,0,Churn
12536.0,59,1,1336.6200000000001,2,Churn
12538.0,29,1,43.8,0,Churn
12539.0,22,4,1509.2,2,Churn
12540.0,31,14,1075.3200000000002,2,Churn
12541.0,30,3,92.24000000000001,0,Churn
12544.0,36,1,146.3,0,Churn
12545.0,75,2,122.55000000000001,0,Churn
12546.0,47,2,498.80000000000007,0,Churn
12550.0,79,1,220.69,0,Churn
12551.0,358,1,168.0,0,Churn
12552.0,40,1,96.62,0,Churn
12553.0,8,9,1348.2,2,Churn
12556.0,50,2,386.52,0,Churn
12558.0,8,1,41.6,0,Churn
12559.0,320,1,72.0,0,Churn
12560.0,5,2,615.86,0,Churn
12561.0,303,1,92.9,0,Churn
12562.0,8,7,1624.68,2,Churn
12564.0,261,1,86.10000000000001,0,Churn
12565.0,289,1,53.10000000000001,0,Churn
12566.0,86,1,12.5,0,Churn
12567.0,23,10,2913.84,3,Loyal
12569.0,2,20,704.48,2,Churn
12571.0,40,2,82.2,0,Churn
12572.0,9,2,271.78000000000003,0,Churn
12573.0,227,1,90.05,0,Churn
12574.0,316,1,112.9,0,Churn
12576.0,36,4,367.35,0,Churn
12577.0,35,3,360.86,0,Churn
12578.0,21,2,623.5300000000001,0,Churn
12579.0,78,1,197.52,0,Churn
12580.0,247,1,137.70000000000002,0,Churn
12581.0,40,1,34.1,0,Churn
12582.0,239,2,123.7,0,Churn
12583.0,3,11,545.68,0,Churn
12584.0,4,7,268.70000000000005,0,Churn
12585.0,234,2,122.80000000000001,0,Churn
12586.0,17,1,53.400000000000006,0,Churn
12587.0,8,1,20.8,0,Churn
12589.0,29,2,176.52,0,Churn
12591.0,317,1,134.4,0,Churn
12592.0,92,1,25.0,0,Churn
12593.0,109,3,225.5,0,Churn
12594.0,47,7,809.7,2,Churn
12596.0,51,2,142.35000000000002,0,Churn
12597.0,19,4,868.74,2,Churn
12598.0,10,6,278.88,0,Churn
12599.0,29,4,95.70000000000002,0,Churn
12600.0,29,8,247.44,0,Churn
12601.0,190,4,125.42,0,Churn
12602.0,59,1,29.82,0,Churn
12604.0,79,2,103.88,0,Churn
12607.0,60,1,427.23,0,Churn
12609.0,78,3,370.12,0,Churn
12610.0,45,3,292.59000000000003,0,Churn
12611.0,52,1,252.8,0,Churn
12612.0,74,1,30.0,0,Churn
12613.0,57,4,664.7,2,Churn
12614.0,278,1,83.55,0,Churn
12615.0,2,4,372.2,0,Churn
12616.0,95,2,119.2,0,Churn
12617.0,29,1,310.63,0,Churn
12618.0,22,1,32.7,0,Churn
12619.0,16,6,145.7,0,Churn
12620.0,15,3,361.2,0,Churn
12621.0,2,18,2359.34,2,Churn
12622.0,232,1,68.80000000000001,0,Churn
12623.0,276,1,118.0,0,Churn
12624.0,106,1,104.4,0,Churn
12625.0,212,2,100.9,0,Churn
12626.0,23,9,1547.23,2,Churn
12627.0,11,6,1241.8,2,Churn
12628.0,4,3,168.96,0,Churn
12630.0,10,2,350.34000000000003,0,Churn
12631.0,57,1,106.4,0,Churn
12633.0,59,4,804.6,2,Churn
12635.0,90,2,341.28000000000003,0,Churn
12637.0,67,8,2257.53,2,Churn
12638.0,33,1,137.73,0,Churn
12639.0,239,1,79.8,0,Churn
12640.0,82,1,263.24,0,Churn
12641.0,115,1,64.05,0,Churn
12642.0,25,3,171.62,0,Churn
12643.0,221,1,2.0,0,Churn
12644.0,130,1,57.72,0,Churn
12645.0,34,4,292.18,0,Churn
12646.0,49,1,90.28,0,Churn
12647.0,89,7,472.36,0,Churn
12648.0,155,1,110.12,0,Churn
12649.0,107,3,111.9,0,Churn
12650.0,3,1,88.60000000000001,0,Churn
12651.0,335,1,30.300000000000004,0,Churn
12652.0,331,1,253.70000000000002,0,Churn
12653.0,149,2,57.4,0,Churn
12654.0,37,4,206.53,0,Churn
12656.0,17,4,590.3000000000001,0,Churn
12657.0,11,3,148.62,0,Churn
12658.0,19,1,105.24000000000001,0,Churn
12659.0,30,1,30.0,0,Churn
12660.0,11,1,68.4,0,Churn
12662.0,1,11,1644.67,2,Churn
12664.0,144,2,37.8,0,Churn
12667.0,58,1,117.02000000000001,0,Churn
12668.0,12,4,856.34,2,Churn
12669.0,151,2,544.65,0,Churn
12670.0,99,3,252.93,0,Churn
12672.0,330,1,72.6,0,Churn
12673.0,5,2,234.70000000000002,0,Churn
12674.0,39,4,354.88,0,Churn
12676.0,25,5,147.13,0,Churn
12678.0,43,4,166.43,0,Churn
12679.0,284,1,323.81,0,Churn
12680.0,1,4,273.6,0,Churn
12681.0,15,21,2926.33,3,Loyal
12682.0,4,30,2912.67,3,Loyal
12683.0,4,13,1023.5400000000001,2,Churn
12684.0,25,5,242.1,0,Churn
12685.0,28,6,1114.76,2,Churn
12686.0,372,1,8.5,0,Churn
12688.0,114,1,536.98,0,Churn
12689.0,26,2,618.5,0,Churn
12690.0,206,1,61.25,0,Churn
12691.0,58,3,140.2,0,Churn
12693.0,127,4,226.34,0,Churn
12694.0,70,2,80.92,0,Churn
12695.0,107,1,19.5,0,Churn
12697.0,29,2,193.64,0,Churn
12700.0,8,4,1725.6,2,Churn
12701.0,80,2,183.08,0,Churn
12702.0,20,1,32.7,0,Churn
12703.0,71,1,185.3,0,Churn
12704.0,7,7,296.0,0,Churn
12705.0,15,8,1752.24,2,Churn
12707.0,292,1,196.60000000000002,0,Churn
12708.0,33,8,732.66,2,Churn
12709.0,15,7,416.91,0,Churn
12710.0,97,2,337.3,0,Churn
12712.0,29,11,370.1,0,Churn
12713.0,1,1,113.78,0,Churn
12714.0,9,5,1208.05,2,Churn
12715.0,106,1,219.5,0,Churn
12716.0,4,2,414.86,0,Churn
12717.0,151,2,192.4,0,Churn
12718.0,71,1,43.300000000000004,0,Churn
12719.0,5,2,167.95000000000002,0,Churn
12720.0,3,23,1839.46,2,Churn
12721.0,32,6,741.86,2,Churn
12722.0,115,2,98.24,0,Churn
12723.0,16,3,216.07,0,Churn
12724.0,5,4,398.06,0,Churn
12725.0,371,1,100.35000000000001,0,Churn
12726.0,28,6,296.7,0,Churn
12727.0,11,5,321.6,0,Churn
12728.0,71,4,203.57,0,Churn
12729.0,114,1,103.60000000000001,0,Churn
12731.0,144,4,113.7,0,Churn
12732.0,180,1,78.66,0,Churn
12733.0,234,1,155.8,0,Churn
12735.0,315,2,122.8,0,Churn
12739.0,99,1,81.06,0,Churn
12740.0,64,1,56.4,0,Churn
12743.0,134,2,240.09,0,Churn
12744.0,56,4,496.34000000000003,0,Churn
12747.0,2,8,440.22,0,Churn
12748.0,1,174,11168.04,3,Loyal
12749.0,4,4,789.6800000000001,2,Churn
12750.0,129,1,45.6,0,Churn
12753.0,248,2,30.599999999999998,0,Churn
12754.0,277,2,61.62,0,Churn
12755.0,281,1,1.65,0,Churn
12757.0,16,6,1633.85,2,Churn
12758.0,117,2,210.38,0,Churn
12759.0,52,3,401.12,0,Churn
12762.0,8,2,126.18,0,Churn
12763.0,369,1,90.6,0,Churn
12764.0,317,1,182.2,0,Churn
12766.0,4,7,1267.38,2,Churn
12769.0,239,1,87.18,0,Churn
12772.0,60,1,108.2,0,Churn
12775.0,17,4,148.86,0,Churn
12778.0,20,3,88.85,0,Churn
12779.0,38,6,500.22,0,Churn
12782.0,5,5,561.5600000000001,0,Churn
12783.0,2,4,397.72,0,Churn
12784.0,15,1,335.27,0,Churn
12785.0,364,1,177.2,0,Churn
12787.0,10,2,92.7,0,Churn
12790.0,192,1,134.20000000000002,0,Churn
12792.0,257,1,167.05,0,Churn
12793.0,335,2,183.5,0,Churn
12794.0,53,2,182.09,0,Churn
12795.0,19,1,90.18,0,Churn
12797.0,366,1,15.0,0,Churn
12802.0,187,1,73.9,0,Churn
12808.0,37,3,273.6,0,Churn
12809.0,178,1,135.4,0,Churn
12811.0,262,2,406.35,0,Churn
12812.0,45,1,137.64000000000001,0,Churn
12815.0,148,2,146.4,0,Churn
12816.0,96,2,140.10000000000002,0,Churn
12818.0,262,1,35.400000000000006,0,Churn
12820.0,3,4,310.56,0,Churn
12821.0,214,1,19.92,0,Churn
12822.0,87,1,277.7,0,Churn
12824.0,60,1,123.38000000000001,0,Churn
12826.0,3,7,959.4000000000001,2,Churn
12827.0,6,3,117.1,0,Churn
12828.0,3,5,203.69,0,Churn
12829.0,337,1,15.0,0,Churn
12831.0,262,1,67.75,0,Churn
12832.0,32,2,70.88,0,Churn
12833.0,145,1,87.82000000000001,0,Churn
12834.0,283,1,33.0,0,Churn
12836.0,59,4,578.19,0,Churn
12837.0,173,1,26.550000000000004,0,Churn
12838.0,34,2,455.87,0,Churn
12839.0,3,14,2240.17,2,Churn
12840.0,144,3,756.35,2,Churn
12841.0,5,25,1445.17,2,Churn
12842.0,70,1,41.32,0,Churn
12843.0,160,5,402.04,0,Churn
12844.0,29,2,191.96,0,Churn
12845.0,269,2,31.99,0,Churn
12847.0,22,1,122.59,0,Churn
12849.0,31,2,100.2,0,Churn
12851.0,97,1,95.17,0,Churn
12852.0,295,1,102.00000000000001,0,Churn
12853.0,135,5,441.0,0,Churn
12854.0,79,3,528.89,0,Churn
12855.0,373,1,17.700000000000003,0,Churn
12856.0,8,6,1396.64,2,Churn
12857.0,211,2,298.6,0,Churn
12865.0,26,2,298.86,0,Churn
12866.0,283,1,178.42,0,Churn
12867.0,26,7,2176.05,2,Churn
12868.0,186,6,814.5400000000001,2,Churn
12871.0,84,1,15.299999999999999,0,Churn
12872.0,327,2,320.79,0,Churn
12876.0,58,2,362.2,0,Churn
12877.0,4,10,677.7900000000001,2,Churn
12878.0,236,2,241.8,0,Churn
12879.0,92,1,26.200000000000003,0,Churn
12881.0,276,1,19.5,0,Churn
12883.0,25,4,150.42000000000002,0,Churn
12884.0,88,1,62.400000000000006,0,Churn
12885.0,63,2,305.8,0,Churn
12886.0,68,2,319.25,0,Churn
12890.0,24,1,216.98,0,Churn
12893.0,31,1,136.55,0,Churn
12895.0,42,2,67.2,0,Churn
12901.0,10,4,114.25,0,Churn
12902.0,265,1,47.7,0,Churn
12904.0,18,2,248.53,0,Churn
12906.0,78,2,145.54000000000002,0,Churn
12909.0,88,4,259.4,0,Churn
12910.0,242,1,17.700000000000003,0,Churn
12913.0,16,4,78.32,0,Churn
12915.0,149,2,69.6,0,Churn
12916.0,139,4,637.8,0,Churn
12919.0,17,3,248.4,0,Churn
12920.0,17,1,51.6,0,Churn
12921.0,9,33,3998.15,3,Loyal
12922.0,161,1,83.6,0,Churn
12923.0,64,1,117.92,0,Churn
12924.0,88,4,78.6,0,Churn
12925.0,5,2,106.06,0,Churn
12928.0,35,5,796.5,2,Churn
12930.0,78,2,136.20000000000002,0,Churn
12931.0,67,1,6.36,0,Churn
12933.0,24,3,354.15999999999997,0,Churn
12935.0,2,7,631.23,0,Churn
12936.0,17,2,173.24,0,Churn
12937.0,15,4,680.58,2,Churn
12938.0,26,1,43.82000000000001,0,Churn
12940.0,55,2,329.48,0,Churn
12942.0,131,3,186.35,0,Churn
12944.0,36,2,215.36,0,Churn
12945.0,288,1,231.4,0,Churn
12947.0,144,5,506.5,0,Churn
12948.0,16,7,971.64,2,Churn
12949.0,31,7,714.37,2,Churn
12951.0,9,6,486.32000000000005,0,Churn
12952.0,6,4,390.02,0,Churn
12953.0,10,1,81.0,0,Churn
12955.0,1,8,263.8,0,Churn
12956.0,306,1,54.67,0,Churn
12957.0,10,8,1125.8600000000001,2,Churn
12962.0,113,1,94.4,0,Churn
12963.0,8,8,630.02,0,Churn
12965.0,89,1,293.18,0,Churn
12966.0,10,1,41.88,0,Churn
12970.0,7,4,253.36,0,Churn
12971.0,25,21,423.40000000000003,0,Churn
12974.0,198,1,23.6,0,Churn
12976.0,212,1,95.1,0,Churn
12977.0,156,1,4.29,0,Churn
12981.0,30,2,67.34,0,Churn
12982.0,243,1,84.01,0,Churn
12984.0,19,1,77.7,0,Churn
12985.0,1,2,276.4,0,Churn
12987.0,74,1,81.9,0,Churn
12988.0,292,1,192.62,0,Churn
12989.0,9,3,101.13,0,Churn
12990.0,31,2,143.0,0,Churn
12991.0,23,2,200.64000000000001,0,Churn
12993.0,23,4,274.55,0,Churn
12994.0,4,3,284.84000000000003,0,Churn
12997.0,22,4,244.90000000000003,0,Churn
12999.0,205,2,134.1,0,Churn
13000.0,260,2,120.5,0,Churn
13001.0,4,12,2015.19,2,Churn
13002.0,318,1,15.299999999999999,0,Churn
13003.0,215,1,26.200000000000003,0,Churn
13004.0,12,17,2018.8700000000001,2,Churn
13005.0,174,2,66.6,0,Churn
13008.0,323,1,91.35,0,Churn
13011.0,372,1,32.7,0,Churn
13012.0,9,6,279.86,0,Churn
13013.0,1,13,1194.5800000000002,2,Churn
13014.0,22,6,478.55,0,Churn
13015.0,53,5,788.0,2,Churn
13016.0,73,3,208.52,0,Churn
13018.0,16,25,2117.75,2,Churn
13021.0,4,8,630.39,0,Churn
13023.0,64,2,113.80000000000001,0,Churn
13028.0,23,2,191.8,0,Churn
13029.0,139,1,91.3,0,Churn
13030.0,11,2,290.68,0,Churn
13032.0,52,2,371.57,0,Churn
13033.0,357,1,155.7,0,Churn
13034.0,55,2,225.94,0,Churn
13035.0,74,2,85.80000000000001,0,Churn
13037.0,138,3,242.92000000000002,0,Churn
13038.0,80,3,104.10000000000001,0,Churn
13040.0,9,2,249.42000000000002,0,Churn
13043.0,273,1,33.5,0,Churn
13044.0,291,1,58.2,0,Churn
13045.0,99,1,100.94,0,Churn
13046.0,31,2,147.99,0,Churn
13047.0,57,7,839.98,2,Churn
13048.0,14,4,1457.3500000000001,2,Churn
13049.0,318,1,26.4,0,Churn
13050.0,15,17,1640.8200000000002,2,Churn
13052.0,212,1,51.1,0,Churn
13055.0,78,3,269.05,0,Churn
13059.0,250,1,80.7,0,Churn
13060.0,254,1,46.8,0,Churn
13061.0,72,1,33.0,0,Churn
13062.0,191,1,12.600000000000001,0,Churn
13064.0,13,4,451.24,0,Churn
13065.0,373,1,77.72,0,Churn
13066.0,24,2,187.3,0,Churn
13067.0,82,1,81.71000000000001,0,Churn
13069.0,1,24,1740.23,2,Churn
13070.0,192,1,145.6,0,Churn
13072.0,267,1,17.700000000000003,0,Churn
13077.0,1,4,297.17,0,Churn
13078.0,3,21,1484.2,2,Churn
13079.0,22,2,35.400000000000006,0,Churn
13081.0,12,10,2605.12,3,Loyal
13082.0,126,6,375.2,0,Churn
13085.0,158,2,50.28,0,Churn
13089.0,4,54,4822.6,3,Loyal
13090.0,9,9,482.42,0,Churn
13091.0,28,1,17.700000000000003,0,Churn
13092.0,212,3,94.2,0,Churn
13093.0,311,4,231.3,0,Churn
13097.0,33,10,1742.6100000000001,2,Churn
13098.0,1,17,935.23,2,Churn
13101.0,234,1,49.9,0,Churn
13102.0,1,18,746.72,2,Churn
13107.0,86,2,55.5,0,Churn
13108.0,373,1,12.5,0,Churn
13109.0,60,2,331.2,0,Churn
13110.0,31,7,375.09000000000003,0,Churn
13113.0,1,23,1016.03,2,Churn
13115.0,12,4,827.7,2,Churn
13116.0,138,1,65.72,0,Churn
13117.0,22,5,225.12,0,Churn
13118.0,20,4,239.19,0,Churn
13121.0,269,1,180.0,0,Churn
13122.0,240,1,248.30000000000004,0,Churn
13124.0,90,3,1145.78,2,Churn
13126.0,5,7,456.18,0,Churn
13127.0,78,1,52.040000000000006,0,Churn
13131.0,23,3,399.2,0,Churn
13132.0,262,1,15.299999999999999,0,Churn
13133.0,274,1,12.600000000000001,0,Churn
13134.0,86,3,467.44,0,Churn
13136.0,56,4,890.9,2,Churn
13137.0,11,8,2787.91,3,Loyal
13138.0,22,6,456.94,0,Churn
13139.0,33,5,667.12,2,Churn
13140.0,108,3,229.57,0,Churn
13141.0,85,5,811.74,2,Churn
13142.0,19,1,119.32,0,Churn
13144.0,333,1,47.2,0,Churn
13146.0,26,1,72.25,0,Churn
13148.0,29,10,1409.8500000000001,2,Churn
13149.0,14,4,266.16,0,Churn
13151.0,296,1,249.2,0,Churn
13153.0,6,1,33.6,0,Churn
13155.0,33,4,519.66,0,Churn
13157.0,49,4,518.88,0,Churn
13158.0,95,4,788.44,2,Churn
13159.0,9,4,498.15,0,Churn
13161.0,313,1,57.85,0,Churn
13162.0,122,4,113.45,0,Churn
13165.0,46,1,15.8,0,Churn
13166.0,283,1,291.4,0,Churn
13167.0,19,4,217.35,0,Churn
13168.0,36,4,490.7,0,Churn
13169.0,64,1,7.9,0,Churn
13170.0,27,1,73.23,0,Churn
13171.0,22,3,126.7,0,Churn
13173.0,4,2,115.88,0,Churn
13174.0,16,3,1247.07,2,Churn
13176.0,46,1,193.46,0,Churn
13177.0,65,1,187.8,0,Churn
13178.0,36,10,2252.53,2,Churn
13183.0,101,3,175.51,0,Churn
13184.0,15,9,725.01,2,Churn
13186.0,40,3,291.14000000000004,0,Churn
13187.0,337,1,59.07,0,Churn
13192.0,95,2,358.52,0,Churn
13193.0,61,1,54.629999999999995,0,Churn
13194.0,136,1,17.700000000000003,0,Churn
13196.0,85,2,482.28000000000003,0,Churn
13198.0,10,6,1457.1000000000001,2,Churn
13199.0,65,2,65.76,0,Churn
13200.0,22,3,150.48,0,Churn
13203.0,10,2,111.32,0,Churn
13208.0,59,5,686.0699999999999,2,Churn
13209.0,30,7,2101.98,2,Churn
13210.0,94,1,105.9,0,Churn
13211.0,95,2,189.49,0,Churn
13212.0,20,3,287.27,0,Churn
13213.0,57,3,290.40000000000003,0,Churn
13216.0,268,1,10.5,0,Churn
13220.0,78,2,51.84,0,Churn
13221.0,240,2,192.28,0,Churn
13223.0,200,1,15.0,0,Churn
13224.0,60,2,698.08,2,Churn
13226.0,273,1,63.55,0,Churn
13227.0,202,1,90.0,0,Churn
13229.0,226,1,63.45,0,Churn
13230.0,4,13,1597.32,2,Churn
13232.0,13,7,688.41,2,Churn
13233.0,336,1,15.6,0,Churn
13235.0,212,1,437.99,0,Churn
13236.0,25,2,124.12,0,Churn
13238.0,23,3,466.18,0,Churn
13239.0,262,1,83.44,0,Churn
13240.0,96,4,378.14,0,Churn
13242.0,112,3,270.40000000000003,0,Churn
13243.0,203,1,240.92000000000002,0,Churn
13244.0,93,1,58.64,0,Churn
13245.0,51,1,9.899999999999999,0,Churn
13246.0,18,5,575.25,0,Churn
13247.0,22,3,123.9,0,Churn
13248.0,125,2,136.10000000000002,0,Churn
13249.0,93,1,55.82,0,Churn
13255.0,374,1,17.700000000000003,0,Churn
13258.0,12,3,176.11,0,Churn
13259.0,62,1,192.12,0,Churn
13260.0,61,1,45.92,0,Churn
13262.0,263,1,60.32000000000001,0,Churn
13263.0,1,33,5071.38,3,Loyal
13265.0,89,2,50.18,0,Churn
13266.0,11,11,517.36,0,Churn
13267.0,3,17,1044.66,2,Churn
13268.0,18,10,1754.19,2,Churn
13269.0,1,14,1354.67,2,Churn
13271.0,37,1,149.03,0,Churn
13272.0,31,2,81.2,0,Churn
13273.0,113,1,73.55,0,Churn
13276.0,64,2,144.33,0,Churn
13278.0,41,1,276.64,0,Churn
13279.0,78,1,88.04,0,Churn
13280.0,122,3,585.7,0,Churn
13282.0,18,2,229.3,0,Churn
13283.0,60,2,72.1,0,Churn
13284.0,331,1,97.8,0,Churn
13285.0,23,4,1349.05,2,Churn
13291.0,156,1,154.36,0,Churn
13292.0,39,1,19.5,0,Churn
13294.0,190,2,295.85,0,Churn
13295.0,360,1,53.10000000000001,0,Churn
13297.0,8,3,147.04,0,Churn
13299.0,268,1,53.10000000000001,0,Churn
13300.0,169,1,163.4,0,Churn
13301.0,104,4,311.68,0,Churn
13304.0,351,1,101.30000000000001,0,Churn
13305.0,4,6,245.32,0,Churn
13307.0,120,1,15.0,0,Churn
13308.0,23,3,344.42,0,Churn
13309.0,7,5,631.98,0,Churn
13310.0,28,3,388.32000000000005,0,Churn
13311.0,4,2,75.0,0,Churn
13313.0,22,5,809.0,2,Churn
13314.0,2,2,150.28,0,Churn
13316.0,37,3,55.7,0,Churn
13317.0,66,5,666.82,2,Churn
13318.0,37,1,42.5,0,Churn
13319.0,5,23,3274.8,3,Loyal
13320.0,78,4,1056.3,2,Churn
13321.0,86,1,35.400000000000006,0,Churn
13322.0,17,1,71.48,0,Churn
13324.0,36,2,44.7,0,Churn
13325.0,82,1,31.5,0,Churn
13327.0,39,6,344.9,0,Churn
13330.0,93,3,392.52,0,Churn
13332.0,14,1,188.42000000000002,0,Churn
13334.0,82,3,1697.26,2,Churn
13336.0,77,1,292.58000000000004,0,Churn
13338.0,158,1,79.80000000000001,0,Churn
13339.0,201,1,178.05,0,Churn
13340.0,277,1,30.55,0,Churn
13341.0,261,1,249.20000000000002,0,Churn
13343.0,178,1,102.6,0,Churn
13344.0,68,3,636.36,0,Churn
13345.0,288,1,208.20000000000002,0,Churn
13348.0,64,1,32.7,0,Churn
13349.0,11,1,6.64,0,Churn
13350.0,16,2,150.79000000000002,0,Churn
13351.0,66,1,141.34,0,Churn
13352.0,60,1,15.299999999999999,0,Churn
13354.0,71,1,101.04,0,Churn
13355.0,122,1,347.5,0,Churn
13356.0,80,1,256.72,0,Churn
13357.0,257,1,359.71,0,Churn
13358.0,269,1,96.12,0,Churn
13359.0,64,1,66.64,0,Churn
13362.0,9,4,876.4000000000001,2,Churn
13363.0,18,2,246.78,0,Churn
13364.0,71,1,70.1,0,Churn
13365.0,34,2,575.36,0,Churn
13368.0,257,1,100.80000000000001,0,Churn
13369.0,366,1,60.0,0,Churn
13370.0,372,1,177.50000000000003,0,Churn
13372.0,90,1,179.92000000000002,0,Churn
13373.0,61,3,561.2,0,Churn
13375.0,89,1,145.74,0,Churn
13376.0,99,3,401.8,0,Churn
13379.0,26,3,327.0,0,Churn
13381.0,32,6,792.5600000000001,2,Churn
13382.0,281,1,57.34,0,Churn
13384.0,31,7,524.9,0,Churn
13385.0,330,1,96.62,0,Churn
13388.0,131,2,211.32,0,Churn
13389.0,11,3,254.72,0,Churn
13390.0,75,1,96.0,0,Churn
13394.0,2,8,460.70000000000005,0,Churn
13395.0,185,1,54.4,0,Churn
13396.0,29,2,91.98,0,Churn
13397.0,73,4,274.94,0,Churn
